idx,query,answer,tier,escalated,router_probability,latency_sec
55,Master of Science in Data Science and Analytics er required course ba convenient class time na pele ki korbo?,"Na, eta 'Elective' hishebe category kora hoyeche, ar elective courses ke ekjon shikkharthi er poroborti course selection e depend kore.",llm,True,0.577445837482214,5.5999791622161865
56,"একজন শিক্ষার্থী র‌্যাঙ্কিং ও বাহ্যিক মূল্যায়ন কীভাবে ব্যবহার করবে, অনুসরণ করবে বা সামলাবে?","2): 2069874.Masoom, Muhammad Rehan(2022).""An Exploration of the Socio-Cultural Dynamics of Lived Islam in Bangladesh: A Case Study of Shrines.""Frontiers in Psychology[Q1]13.11.https://doi.org/10.3389/fpsyg.2022.1002538Masoom, Muhammad Rehan(2022).""Health Belief Model and Materialistic Value-Orientation: Two Key Factors that Influence the Level of Perceived Stress Among Women in Bangladesh.""International",slm,False,0.4999423794137922,1.430511474609375e-05
57,"উপাচার্য ও জ্যেষ্ঠ ব্যবস্থাপনা কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?","& Begum, Dilara. (2025). Exploring the Role of Libraries in Promoting Child Mental Health in Bangladesh: A Study on Some Selected Libraries. InHandbook of Research on Knowledge and Organization Systems in Library and Information Science(Eds. Parvin, Shaharima, Begum, Dilara, Shobhanee, Mahbub E., & Hasan, Md Nazmul). IGI Global.",llm,True,0.5169946720847403,12.986101388931274
58,I cannot find a required course during registration for B.Sc. in Data Science and Analytics; what should I do and whom should I contact?,"Science Group).Awarded Best Poster Presentation Award in the International Conference on Recent Trends in Science and Technology,2024 (by EWSU)Awarded Certificate for Excellence in Teaching for active learning, 2022- ongoing. awards honors: Awards And Achievement. affiliation professional membership: Associate member of Bangladesh Institute of Applied Statistics (BIS).. education: M.S. in Statistics(Thesis group), 2022, Department of Statistics and Data Science, Jahangirnagar University, Dhaka, Bangladesh.B.Sc. (Hons) in Statistics, 2020, Department of Statistics",slm,False,0.4602560368090028,1.1205673217773438e-05
59,BSS in Sociology student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,"Student der jonno scholarship er jonno ekta viva-voce defense proyojon, ei defense holo Research Project, Practicum, ba Internship er defense.",llm,True,0.5210998030855692,5.127076148986816
60,Can I apply to Master of Laws (LL.M.) if my bachelor's degree is from a different discipline or my CGPA is slightly below the preferred level?,"No, EWU does not accept applicants from non-LL.B. (Bachelor of Laws) programs, and the LL.B. (Hons.) entry requires a minimum CGPA of 3.00. Applicants from other universities must have a CGPA of 3.50 or higher. The Master of Laws program has an admission test requirement for non-UGE (University of Groningen, Netherlands) applicants. Therefore, you do not meet the eligibility criteria to apply for this program. Additionally, graduate MBA/EMBA candidates with a CGPA ≥ 3.00 are exempt from the written admission test. Since",slm,False,0.4496010806862191,1.239776611328125e-05
61,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি আর্টিফিশিয়াল ইন্টেলিজেন্স অ্যান্ড মেশিন লার্নিংয়ে এমএসসি প্রোগ্রামে আবেদন করতে পারব?,"না, আবেদনকারীদের তাদের ব্যাচেলর ডিগ্রি বা সিজিপিএ উভয়ে ন্যূনতম ৩.৫ থাকতে হবে।",llm,True,0.5834798958654661,10.921996831893921
62,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি মাস্টার অব পপুলেশন রিপ্রোডাক্টিভ হেলথ জেন্ডার অ্যান্ড ডেভেলপমেন্ট (এমপিআরএইচজিডি) প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, এমপিআরএইচজিডি প্রোগ্রামের জন্য আবেদনের জন্য শুধুমাত্র আপনার আপসোর ব্যাচেলর ডিগ্রি থাকতে হবে।",llm,True,0.5102119613785969,13.043628931045532
63,What should I do if I have a problem with alumni and graduate outcomes and the normal process is not working?,adsorption of hazardous organic compounds- Adsorption/separation of hydrocarbons from natural gas.- Catalysis with highly porous adsorbent.- Adsorption/storage of gases.- Adsorption/storage of hydrogen.- Adsorption/storage of hydrogen for fuel cells.- Adsorption/storage of gases for cryogenic separation.- Adsorption/storage of gases for refrigeration.- Adsorption/storage of gases for chemical industry.- Adsorption/storage of gases for environmental protection.- Adsorption/storage of gases for space mission.- Adsorption/storage of gases for transportation.- Adsorption/storage of gases for food and drink industry.- Adsorption/storage of gases for medical industry.- Adsorption/storage of gases,slm,False,0.45494927228969,1.0967254638671875e-05
64,BSc in Computer Science and Engineering CSE er required course registration e na pele ki korbo ebong kar sathe contact korbo?,?,llm,True,0.5254350234223601,2.8529016971588135
65,MSc in Cyber Security er required course ba convenient class time na pele ki korbo?,"MIS407 er jonno CSE487 dbara required er kache chilo jupar. MSc in Cyber Security er jonno semester plan gulo 'elective_courses' array r ontobhukto. Sothik dui ti course tara holo CSE487 ar INF304. Both er protinidhitwo shposhto prerequisite hishebe CSE405 royeche. Jupar, student ke MSc in Cyber Security e apply kore thakte hobe. Shposhtobhabe, ekta student ke M",slm,False,0.4690261295896306,1.0967254638671875e-05
66,"How does a student use, follow, or deal with syndicate?","A student follows or deals with the Syndicate on behalf of the University, as detailed in the Syndicate members section. The Syndicate member is Ms. Nurun Akhtar. Therefore, a student uses her guidance and advice. This principle is aligned with the General Conduct and Duty principle. A student must abide by all rules, observe orders, and use their endeavors to promote the University’s interests. This action aligns with the Syndicate’s function of helping connect students with various professional and community resources. Hence, using the Syndicate helps students gain knowledge, develop self-confidence, and connect with professional networks. The Syndicate acts as a",slm,False,0.4556488189971963,8.344650268554688e-06
67,Executive Master of Business Administration EMBA e scholarship advising course waiver thesis supervision ebong graduation requirement kibhabe kaj kore?,EMBA program e scholarship ba financial aid er jonno ekjon EMBA graduate ke minimum 5 courses (15 credits) bypass korte hobe ar thesis defense er jonno 6 credits lagbe.,llm,True,0.5132199305024913,5.848502159118652
68,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. in Computer Science and Engineering (CSE)?","A student needs to achieve a minimum CGPA of 3.95 to 4.00 in the last semester to receive the admission fee waiver, which is 20% of their annual tuition. The first semester is the only semester where a 3.85 - 3.94 CGPA is required for the same benefit. Students must register for courses and maintain proper attendance. Credit requirements vary each semester, but total credits required for the degree are 140. For retake/revision purposes, there is a specific fee structure. Internship positions are available through the Career Counseling Center. Students must",slm,False,0.4878959529942072,1.1682510375976562e-05
69,"ক্লিনিক্যাল ফার্মেসি অ্যান্ড মলিকিউলার ফার্মাকোলজিতে এম ফার্ম প্রোগ্রামে বৃত্তি, পরামর্শ, কোর্স মওকুফ, থিসিস তত্ত্বাবধান এবং স্নাতক সমাপ্তির শর্ত কীভাবে কাজ করে?","এই প্রোগ্রামটি শিক্ষার্থীদের জন্য বৃত্তি প্রদান করে, যা শুরুতে এক বছরের জন্য হয় এবং সর্বমোট স্নাতক শেষের দ্বিতীয় বছরের জন্য পরিচালিত হয়। এটি শিক্ষার্থীদের জন্য পরামর্শ প্রদান করে এবং ত",llm,True,0.998666282389386,25.429904222488403
